No,Judul Berita,Isi Berita,isHoax
73,"Tommy Winata, Pemilik PT Artha Graha Berbagi 50 Juta Bagi Yang Sudah Follow Akun TikTok nya",Beredar sebuah video oleh akun TikTok Tomy.winata3 yang diklaim milik Tommy Winata. Di video tersebut Tommy Winata menyebutkan bahwa ini merupakan video TikTok pertamanya. Selaim itu ia juga akan memberikan uang senilai 50 juta bagi orang yang melihat dan mengikuti akun TikTok tersebut.,TRUE
74,"Istana Negara Ricuh Hingga Terjadi Hujan Api
",ISTANA HUJAN API MASSA BERI SERANGAN BERTUBI TUBI HINGGA APARAT LARI ,TRUE
75,"Presiden Jokowi Perintahkan agar Pelantikan Prabowo Ditunda
",JKW KERAHKAN PASUKANNYA TAKTIK TUNDA PELANTIKAN PRABOWO ,TRUE
76,"Gempa Bumi Berkekuatan Magnitude 5,7 Guncang Sukabumi ","BENCANA ALAM HARI INI ~ SUKABUMI MENJERIT KERAS,GEMPA MAGNITUDE 5,7 HANTAM JAWA BARAT HINGGA BEGINI",TRUE
77,"Jokowi Menjual Pulau di Indonesia
",Berita terbaru!! Terungkap jokowi jual pulau ke negara asing. ,TRUE
78,Rosianna Silalahi Promosi Ramuan Hipertensi,"Jika Anda menghadapi penyakit kardiovaskular, gunakan metode unik ini untuk sepenuhnya menyembuhkannya besok dengan kepastian 100%. GUNAKAN MINUMAN LEGENDA INI DENGAN AKAR JAHE UNTUK SEPENUHNYA MENGHILANGKAN HIPERTENSI DALAM 27 JAM",TRUE
79,"Poster Rekrutmen BUMN Tanpa Syarat Minimal Pendidikan
",REKRUTMEN BERSAMA BUMN (RBB) 2024 RESMI DIBUKA TANPA MINIMAL PENDIDIKAN RESMI DIBUKA LOWONGAN KERJA TANPA MINIMAL PENDIDIKAN KLIK LINK DESKRIPSI….!!!! ,TRUE
80,Pemberian Vaksin HPV untuk Legalkan Seks Bebas,"Jadi program pemerintah ini seperti mau melegalkan seks bebas ya, memberikan vaksin HPV pada perempuan, kepada perempuan kelas 5 SD ya. Jadi program-program pemerintah yang melegalkan seks bebas itu yang ke-detect oleh saya, satu memberikan vaksin HPV pada anak perempuan kelas 5 SD, itu sekarang oleh pemerintah kemudian diberikan alat kontrasepsi kepada anak-anak usia remaja. Apa maksud kebijakan pemerintah ini? Apakah menggiring nantinya ketika anak-anak itu dewasa, mereka bebas melakukan seks bebas, yang sudah mereka dibekali dengan vaksin dengan alat kontrasepsi, apa maksud kebijakan rezim ini? Untuk menghancurkan generasi itu kan maksudnya.",TRUE
81,Wabah Mpox Sudah Menyebar ke Manado,"So di Manado dia gais …. Please pake masker, jgn sembarangan bli2 makanan masak dari luar nee samua.",TRUE
82,"Artikel Nias Pro News berjudul Perdana menteri Slowakia : Robert Fico, Menolak Agama Islam sebagai Agama Negaranya, kok bisa? Demo yuk !!”","Perdana menteri Slowakia : Robert Fico, Menolak Agama Islam sebagai Agama Negaranya, kok bisa? Demo yuk !!",TRUE
83,Majalah Tempo Berjudul Pusing Ngapusin Jejak Fufufafa di Kaskus”,PUSING NGAPUSIN JEJAK FUFUFAFA DI KASKUS,TRUE
84,Peretasan Perangkat Lewat Pesan WhatsApp Ucapan Selamat” yang berisi Video atau Foto,"Mulai besok, mohon jangan memposting gambar online. Baca artikel di bawah ini untuk mengetahuinya. Aku juga harus berhenti. Harap hapus semua foto dan video ucapan selamat pagi, selamat malam, dll. salam dan pesan keagamaan sesegera mungkin. Baca artikel di bawah ini dengan seksama dan Anda akan memahami alasannya. Baca semuanya! Silakan kirimkan pesan ini ke sebanyak mungkin teman sesegera mungkin untuk mencegah gangguan ilegal. Peringatan dari pengacara Olga Nikolaevnas: Perhatian! Bagi yang suka mengirim ucapan selamat pagi! Ini hari yang menyenangkan! Selamat malam! gambar. Tolong jangan kirimkan kabar baik ini. Hari ini, Shanghai China International News mengeluarkan sinyal bahaya kepada semua pelanggan dan pakar – saran: Jangan mengirim gambar dan video selamat pagi, selamat malam, dan lainnya. Laporan menunjukkan bahwa peretas merancang gambar-gambar ini, dan gambar serta videonya indah, tetapi ada kode phishing yang tersembunyi di dalamnya. Saat semua orang mengirim pesan ini, peretas menggunakan perangkat Anda untuk mencuri informasi pribadi seperti informasi dan data kartu bank membobol ponsel Anda. Dilaporkan lebih dari 500.000 korban telah ditipu. Jika Anda ingin menyapa seseorang, silakan tulis salam Anda sendiri dan kirimkan foto serta video Anda sendiri sehingga Anda dapat melindungi diri sendiri, keluarga, dan teman Anda. penting ! Untuk amannya, pastikan untuk menghapus semua salam dan gambar dari ponsel Anda. Jika seseorang mengirimi Anda gambar seperti itu, segera hapus gambar tersebut dari perangkat Anda. Kode berbahaya memerlukan waktu untuk disebarkan, jadi jika Anda segera bertindak, tidak akan ada kerugian yang ditimbulkan. Beritahu semua teman Anda untuk mencegah peretasan. Ucapkan halo dengan kata-kata Anda sendiri dan hanya kirimkan gambar dan video yang Anda buat untuk menyapa, ini sepenuhnya aman untuk diri Anda sendiri, keluarga, dan teman Anda. Harap mengerti apa yang saya maksud! Setiap orang memiliki kartu bank yang terpasang di ponselnya, dan setiap orang memiliki banyak kontak di ponselnya. Peretasan semacam ini menimbulkan ancaman tidak hanya pada diri Anda sendiri, tetapi juga pada ponsel, teman, dan kenalan Anda! Ini kejam. Ini adalah teknologi baru yang digunakan oleh teroris untuk mengakses kartu SIM ponsel Anda, menjadikan Anda kaki tangan mereka! ! ! * * Kirim pesan ini ke sebanyak mungkin kerabat dan teman untuk menghentikan gangguan tidak sah! ! ! Wow ! ! ! Perhatian keluarga dan teman terkasih! ! Ini benar, Zafar menceritakan hal ini kepada saya ketika saya berada di Qatar dan menjelaskan masalah peretasan dengan jelas. Dia bertanya mengapa orang membuat/mendesain gambar-gambar indah ini secara gratis dan ada jaringan peretas di baliknya. Dia sudah lama meminta saya untuk tidak mengiriminya gambar yang telah dirancang sebelumnya ini karena dia bekerja dari rumah dan tidak ingin ponselnya diretas. Kita tidak harus mengirimkan gambar-gambar ini untuk saling mendoakan, kita bisa mengirimkan pesan kebaikan dengan menuliskannya sendiri. Saya harap Anda tidak keberatan jika saya tidak mengirimkan gambar selamat pagi dan semoga hari Anda menyenangkan ini dan meminta Anda untuk tidak mengirimkannya juga kepada saya.",TRUE
85,Tangkapan Layar Artikel Detik Putra Mahkota Arab Saudi: sebut indonesia terlalu sibuk dengan urusan negara lain”,Putra Mahkota Arab Saudi: sebut indonesia terlalu sibuk dengan urusan negara lain,TRUE
86,Lowongan Kerja PT Pamapersada Nusantara (PAMA),"Lowongan Kerja PT Pamapersada Nusantara (PAMA). FRESH GRADUATE DEVELOPMENT PROGRAM (FGDP) Kualifikasi Umum: Usia maksimal 27 tahun Pendidikan D3, S1 Sudah menyelesaikan studi IPK minimum 2.80 Tidak buta warna Sudah vaksin booster Covid-19 Belum Pernah mengikuti proses seleksi selama 1 tahun terakhir Bersedia bekerja di area job site PAMA (Kalimantan & Sumatera Selatan) Bersedia mematuhi seluruh persyaratan perundang- undangan, peraturan perusahaan, dan persyaratan lainnya terkait dengan keselamatan kesehatan kerja, keselamatan operasi & lingkungan hidup Cara Mendaftar: Pelamar yang memenuhi kualifikasi dapat mendaftar secara online dengan No. Hp/telp melalui laman resmi: https://lowongankerjaterbaru2024-pamapersada[dot]dt2.my.id WARNING!!! HATI-HATI PENIPUAN PT PAMAPERSADA NUSANTARA TIDAK PERNAH MEMINTA BIAYA AKOMODASI ATAU TRANSFER DARI PELAMAR (GRATIS).!!! TERIMAKASIH #lokertambang #lokerpamapersadanusantara2024 #tambanginfo #loker2024 #hseofficer #k3 #miningjobs2024 #jobstrending # jobstreet #jobsindonesia #geologi #pamapersada #disnakerja",TRUE
87,Open Recruitment Pegawai BUMN PT ANTAM TBK Tahun 2024,"Gaji karyawan PT Antam BUMN Director: Rp 125-150 Juta General Manager: Rp 45-50 juta Staff Teknis: Rp 21 juta Marketing Manager: Rp 18-21 Juta Pemasaran/Humas: Rp 18 juta Server: Rp 10 juta Manager: Rp 9-15 juta Manager Production: Rp 9,8 Juta Asisten Manager: Rp 9-17 juta Staff Administrasi: Rp 9-11 juta Supervisor: Rp 6-8 Juta Gaji Di Atas Belum Termasuk Tunjangan Lainnya https://Wa[dot]me/085134808926",TRUE
88,"Lionel Messi Berikan Komentar Pedas kepada Australia: Indonesia yang Akan Menang”
","Messi dukung Indonesia lawan Australia. Messi komentar pedas ke Australia bahwa Indonesia lah yang akan menang. Komentar pedas Lionel Messi level Indonesia tidak seperti dulu lagi, Australia bakal kalah versus timnas Indo. Pada konferensi pers, seorang bintang sepak bola dari Argentina memberikan pandangan yang cukup mengejutkan. Dia menyatakan bahwa timnas Australia tidak akan mampu mengalahkan timnas Indonesia yang saat ini diasuh oleh pelatih berbakat asal Korea Selatan, Shin Tae-Yong.",TRUE
89,DAFTAR NAMA PEJABAT YANG AKAN MENGISI POSISI MENTERI DAN KEPALA PADA KABINET PRABOWO-GIBRAN. MENTERI BUMN DIGANTI MENJADI KEPALA BUMN ,Sepertinya di kabinet Prabowo kementerian BUMN gak ada ya ? Kog yg ada Kepala Badan Usaha Milik Negara ? Terus nasib komisariat2 giveaway itu amankah ?,TRUE
90,"HASIL TANGKAPAN LAYAR ARTIKEL BERJUDUL. Presiden Amerika Joe Biden: Boleh Hina Agama Kami, Tapi Jangan Sampai Melukai Bapa Paus Fransiskus, Dan Sekali Dia Terluka Di Tempat Itu, Maka Akan Kami Ratakan Tempat Dimana Dia Terluka ","Presiden Amerika Joe Biden: Boleh Hina Agama Kami, Tapi Jangan Sampai Melukai Bapa Paus Fransiskus, Dan Sekali Dia Terluka Di Tempat Itu, Maka Akan Kami Ratakan Tempat Dimana Dia Terluka. ",TRUE
91,"HASIL TANGKAPAN LAYAR ARTIKEL BERJUDUL: Presiden Israel: Jika Terus Ikut Campur, Kami Berjanji Akan Buat Indonesia Seperti Palestina","Presiden Israel: Jika Terus Ikut Campur, Kami Berjanji Akan Buat Indonesia Seperti Palestina Beginilah jadinya jika kita selalu ikut campur masalah yang bukan masalah kita  kita tidak perlu pusing dengan mereka yg ada di luar sana , karena negara kita saja dalam tidak baik2 saja jadi kita fokus di dalam negeri kita saja soalnya negara ini bukan milik keluarga pribadi",TRUE
92,SELEBARAN MENGATASNAMAKAN HMI UNTUK MELAKUKAN PENGGERUDUKAN KEDUBES VATIKAN DAN MENOLAK KUNJUNGAN PAUS FRANSISKUS KE JAKARTA ,"SERUAN AKSI  MENGAJAK SELURUH KADER HIMPUNAN MAHASISWA ISLAM DAN MEDIA ONLIEN DI JAKARTA GERUDUK KEDUBES VATIKAN  - MENOLAK KEDATANGAN PAUS FRANSISKUS  - PAUS FRANSISKUS HARUSNYA DATANG KE PALESTINA AGAR MENJADI SIMBOL PERDAMAIAN ANTARA PALESTINA DAN ISRAEL - SEGERA BOIKOT KEDUBES VATIKAN DAN BATALKAN KEDATANGAN PAUS FRANSISKUS KE INDONESIA SELASA, 3 SEPTEMBER 2024 ",TRUE
93,"TERBUAT DARI BESI DENGAN KUALITAS LEMAH, GEDUNG ISTANA NEGARA KINI TELAH BERKARAT
",SEPI BAK KOTA HANTU Siap HUT RI yang 79tahun dan habiskan dana 87M besi tua ini melemah dan BERKARAT,TRUE
94,"Video Persilangan Ikan dengan Harimau
",kalau di tempat mu ini ikan apa namanya kaka coba tag teman mu yg tau ,TRUE
95,"Donald Trump Ditampar saat Berpidato
",Terlalu banyak Janji² Kosong Donald Trump dapat tempeleng gratis ,TRUE
96,"TNI Memberi Komando kepada 33 Provinsi untuk Kudeta Jokowi
",DI BAWAH KOMANDO TNI MASSA DARI 33 PROVINSI BERHASIL GULINGKAN JOKOWI HARI INI ,TRUE
97,KAESANG DAN ERINA BERSEMBUNYI DI CINA,"TERB0NGKAR DIMANA KAESANG DAN ISTRINYA BERSEMBUNYI ~ BREAKING NEWS BREAKING NEWS TERNYATA ADA DI CINA? DIJEMPUT PAKSA KPK? KAESANG DAN ERINA, BUKA KORUP ISTANA?",TRUE
98,PPATK BUKTIKAN ALIRAN DANA KAESANG,"Berita Terkini – KPK KELABAKAN,BENARKAH PPATK SIAP BERIKAN BUKTI JET KAESANG ? BREAKING NEWS PARAH KPK KELABAKAN! PPATK BUKTIKAN ALIRAN DANA KAESANG",TRUE
99,Lowongan Pekerjaan Pegawai di PT Djarum September,PT DJARUM Penempatan Sesuai Domisili/Daerah kalian😊 Syarat-Syarat : Pria – Wanita 17 – 45 th Gaji perbulan Rp 5 juta – Rp 15 juta SMP SMA.SMK.Sederajat 𝗣𝗼𝘀𝗶𝘀𝗶 : Pemeliharaan transmisi dan gardu induk Pemeliharaan Distribusi Manajeman Konstruksi Pemeliharaan Pembangkitan Pemasaran dan pelayanan pelanggan Akuntansi Keuangan Pemeliharaan distribusi Teknologi informasi Niaga 𝗙𝗮𝘀𝗶𝗹𝗶𝘁𝗮𝘀: Lembur Seragam Kartap Makan Bpjs Pendaftaran Disini Gratis Yah Tidak Dipungut Biaya👇,TRUE
100,Akun Instagram @boss.berbagi Bagi-bagi Hadiah Mengatasnamakan Baim Wong,PUSAT BANTUAN KEUANGAN Bagi yang ingin dibantu bisa langsung Whatsapp admin boss 👇🏼👇🏼 📞tel:0821-7887-1368,TRUE
101,Banjir Bak Tsunami Sapu Kota Bandung,Bandung Jawa Barat Berduka !! Banjir Mirip Tsunami Sapu Kota 11-9-2024,TRUE
102,Anak SMP divonis penjara 7 tahun akibat kritik Jokowi, Wir…. Anak SMP divonis 7 tahun karena mengkritik Mukidi Smntr salah satu terpidana korupsi Timah 300 Trilyun cuma divonis 3 th dan bayar denda 5 rb… GILAAA…. ini negara…!!!! Kaesang 300 T DAN LU LIAT ISINYA APAANPAHAM LU,TRUE
103,Video Khofifah Mempromosikan Obat Radang Sendi,"Sekarang ada banyak hoax di Internet, tapi yang saya bicarakan adalah satu-satunya obat yang mengembalikan keremajaan dan elastisitas sendi pada tingkat molekuler.Dia menyelamatkan hidupku dan menyembuhkan kakiku. Saya benar-benar ingin Anda mulai hidup tanpa rasa sakit, cobalah pengobatan ini dan selamatkan diri Anda!",TRUE
104,Penggerebekan WNA China terduga jaringan Narkoba Internasional di PIK,"Is this true? Penggrebekan Jaringan NARKOBA Internasional di PIK Disita Uang Tunai 1,3 T62 Pelaku WNA CINA 1 TON SABU500 Ribu Butir pil Ekstasi",TRUE
105,Sungai di Medan Jebol Sekota Mendadak Amblas,"MEDAN MELUAP HEBAT! SUNGAI JEBOL SEKOTA MENDADAK AMBLAS, BANJIR MEDAN",TRUE
106,Tornado Dahsyat Sapu Bersih Ratusan Rumah di Tanjungpinang,"Tornado Dahsyat Sapu Bersih Ratusan Rumah di Tanjungpinang, Angin Beliung Kepri",TRUE
107,Open Recruitment PT Krakatau Steel Tahun 2024,Rekrutmen Pendaftaran PT Krakatau Steel Thn 2024 Sesuai Domisili/Daerah kalian silahkan isi data melalui link di di bawah http://ptkrakatausteel.jiscv.my.id/ Pendaftaran Gratis Tidak Dipungut Biaya!!!,TRUE
108,Prabowo Tangkap Kaesang & Bobby Akibat Kasus Korupsi,PRABOWO TANGKAP KAESANG & BOBY ( KORUPTOR )?,TRUE
109,"Jogja Jebol Besar!! Gempa Luar Biasa Sapu Bersih Gunung Kidul, Gempa Yogyakarta","Pada 13 September 2024, sebuah channel YouTube mengunggah video yang memberi klaim bahwa Jogja jebol akibat gempa luar biasa yang menyebabkan Gunungkidul tersapu bersih. Berdasarkan penelusuran, cuplikan video yang ada pada unggahan tersebut tidak saling berkaitan. Salah satu sumber yang digunakan sebagai manipulasi video pratinjau adalah gempa yang terjadi di Hualien, Taipei pada 3 April 2024. Dilansir dari web CNN, gempa yang terjadi di Hualien memiliki kekuatan sebesar 7.4 SR yang mana gempa tersebut masuk dalam kategori gempa terkuat dalam kurun waktu 25 tahun. Setidaknya sembilan orang tewas setelah adanya gempa tersebut. Berdasarkan pernyataan tersebut klaim yang menyatakan bahwa Jogja jebol akibat gempa luar biasa yang sapu Gunungkidul adalah salah dan termasuk dalam konten yang dimanipulasi.",TRUE
110,Heboh!! Perang Besar Terjadi di Istana – Prabowo Tidak Akan Selamatkan Gibran Soal Kasus Fufufafa,HEBOH!! PERANG BESAR TERJADI DI ISTANA – PRABOWO TIDAK AKAN SELAMATKAN GIBRAN SOAL KASUS FUFUFAFA. PRABOWO TIDAK NYELAMATKAN GIBRAN. INI SEMUA TERKUAK DGN IZIN TUHAN. TOLONG VIRALKAN SEGERA VIDEO INI.,TRUE
111,"Detik” Istana Terkepung, Massa Marah Lakukan Aksi Brutal","DETIK ISTANA TERKEPUNG, MASSA MARAH LAKUKAN AKSI BRUTAL. BERITA TERBARU. MUNDUR SEKARANG JUGA. ISTANA TERKEPUNG, JOKOWI MENGHILANG.",TRUE
112,Gempar Tiba-Tiba Banjir Bak Tsunami Hanyutkan Segalanya,GEMPAR TIBA-TIBA BANJIR BAK TSUNAMI HANYUTKAN SEGALANYA. HEBOHKAN WARGA INDONESIA! PrayforInfonesia,TRUE
113,Informasi Open Recruitment Calon Pegawai Tetap BUMPN PT PLN (PERSERO) 2024,"Proses rekrutmen karyawan PT PLN BUMN hanya dilakukan melalui website resmi yakni rekrutmen.pln.co.id. Masyarakat perlu waspada jika proses rekrutmen tidak tertuju pada kanal resmi. Selain itu, masyarakat juga harus memperhatikan tanda centang biru untuk memastikan bahwa informasi yang didapat bersumber dari akun resmi PT PLN.",TRUE
114,Unggahan RANS Entertainment Berbagi Rezeki Menjelang Hari Batik Nasional 2 Oktober,Berbagi Rezeki Menjelang Hari Batik Nasional 2 Oktober. Siapa Nama Kedua Anak Raffi dan Nagita? Jawaban dikirim ke Whatsapp,TRUE
115,Testimoni Giveaway dari RANS Entertainment,"Assalamualaikum dari sekian lama semua giveaway saya ikutin, baru raffi ahmad yang betul real tanpa bohongan saya di video call Ingsng sama raffi ahmad Terima kasih Raffi ahmad dan Nagita Slavina, akhirnya bisa juga kesampaian menang hadiah uang tunai nya dan mendapatkan modal usaha saya, dan uang nya juga sudah saya tarik tunai, senang kali ya allah.. semoga rezeki Raffi Ahmad dan Nagita Slavina selalu dilancarkan rezekinya oleh allah Aminn Kalau mau ikutan juga, chat saya biar dibantuin caranya Ini WhatsApp nya raffi ahmad chat Ingsng wa[dot]me/6289505683705 @sorotan #Terimakasihkakraffiahmad",TRUE
116,Akun Tiktok @giveaway2024_raffi mengadakan Giveaway RANS Entertainment by Bank BRI 2024,*Klik dan chat kami dan anda nantinya diberikan pertanyaan atau kuis dan anda jawab kuisnya * ikuti semua prosedur yang ditentukan oleh tim *PEMBERITAHUAN * hati-hati yang mengatasnamakan pihak kami * buruan ikutan sekarang BAGI YANG MAU BISA CHAT DAN JAWAB PERTANYAAN DARI KAMI wa.me//685823908256,TRUE
117,"Raffi Ahmad Bagi 35 Juta, Syarat Tangkap Gambar",yang bisa tangkap gambar kucing dengan pas di bawah ini saya kirim 35 juta YANG SUDAH FOLOW DAN TANGKAP GAMBAR SILAKAN HUBUNGI ADMIN RESMI KAMI 👇👇👇👇 wa.me/6283135588538,TRUE
118,Badai Angin Sapu Bersih Satu Kota Jakarta 9 September 2024,JAKARTA PORAK PORANDA HARI INI! BADAI ANGIN LUAR BIASA SAPU BERSIH SATU KOTA JAKARTA,TRUE
119, Hoaks! Foto Surat E-Tilang di Pasuruan karena Pocong Tak Pakai Helm,"Baru-baru ini, unggahan di media sosial X (sebelumnya Twitter) dengan 3,5 juta penayangan menjadi viral setelah menampilkan foto surat tilang elektronik (e-tilang) dari Polres Pasuruan. Dalam foto tersebut, terlihat seorang pengendara motor yang ditilang karena tidak memakai helm. Namun, yang membuat unggahan ini viral adalah adanya sosok putih yang diklaim sebagai pocong berada di belakang pengendara motor. Narasi dalam unggahan tersebut berbunyi: pov lu ketilang karena gak bawa SIM x, gak bawa STNK x, gak bawa helm x, poci nya gak pake helm v kejadian di Pasuruan lagi. Lantas, benarkah surat e-tilang ini melibatkan penampakan mahluk halus pocong?",TRUE
120," Hoaks, Kabar Teror Ninja di Tasikmalaya","Pesan berantai kembali beredar melalui WhatsApp, menyebarkan imbauan agar warga Kabupaten Tasikmalaya berhati-hati terhadap ancaman ninja yang mengetuk pintu rumah pada malam hari. Dalam pesan tersebut, warga diminta untuk tidak membuka pintu sembarangan, terutama ketika mendengar ketukan dari orang tak dikenal. Berikut adalah isi narasi yang telah diterjemahkan dalam bahasa Indonesia: Hati-hati sekarang jika Anda membuka pintu atau menguncinya di malam hari. Jangan sembarangan membuka pintu saat ada yang mengetuk di malam hari. Ke seluruh masyarakat Tasikmalaya, sekarang sedang viral, ninja hatori mengetuk pintu dan duduk di tengah Salawu, Puspajaya, dll. Hati-hati kalau ada yang belum familiar dengan ketukan, jangan dibuka. Untuk menjadi peringatan!!! Namun, apakah benar imbauan ini menggambarkan adanya teror ninja di Tasikmalaya?",TRUE
121,Video Christiano Ronaldo Memberikan Kode kepada Marteen Paes Saat Pinalti,"Inilah momen Ronaldo beri kode Marteen paes saat pinalty,,.",TRUE
122,Jackson Irvin Sombong akan Bantai Timnas 10-0,"Kesombongan Jackson Irvine hina timnas dan akan bantai timnas 10-0. Jack Irvin SOMBONG JUMAWA AKAN BANTA1 TIMNAS 10-0. Kami ranking 24 ,indo cuma 133 kami akan menang mudah lawan Indonesia.",TRUE
123,Video Pekerja Hotel Menahan Pintu Akibat Topan Yagi,"Pekerja hotel di Vietnam terlihat berusaha keras menahan pintu agar tidak terbuka diterjang badai. Vietnam mengalami cuaca ekstrem Topan Yagi, tercatat sebagai topan terkuat yang melanda Vietnam dalam beberapa dekade ketika mencapai daratan pada hari Sabtu dengan kecepatan angin mencapai 149 kilometer per jam (92 mph). Hujan melemah menjadi depresi tropis pada hari Minggu, namun badan meteorologi negara tersebut masih memperingatkan bahwa hujan yang terus turun dapat menyebabkan banjir dan tanah longsor.",TRUE
